,Store ID,Pop class,Sales,Centre Type,Climate,Total_Store_sft,Sales_Floor_sft,Store_Frontage_ft,Store_Length_ft,Guys Segmentation,Girls Segmentation,MSA Type,Food_away_from_home,Meals_at_restaurants,Food_on_out_of_town_trips,Population_Est,Transient_Pop_Est,Seasonal_Pop_Est,Eth_White,Eth_Black,Eth_Asian,Eth_Hispanic,Eth_Other,Male_Pop,Females_Pop,Age_Average,Edu_High_school,Edu_Some_college,Edu_Clg_Assoc_deg,Edu_Clg_Bach_deg,Enroll_High_School,Enr_College_Graduate_Professional,Unemployment_Rate,Households_Est,Median_Household_Income,Average_Household_Income,Householder_under_25_yrs,Householder_25_to_44_yrs,Family_Inc_Median,Family_Inc_Agg_Avg,Family_Inc_Avg,Per_Capita_Income,Wealth_Median_Household,Wealth_Average_Household,Poverty_Pop,Male_14_to_35,Female_14_to_35,Total_Pop_14_to_35,Under_25_Low_Income,Under_25_Med_Income,Under_25_High_Income,25_to_44_Low_Income,25_to_44_Med_Income,25_to_44_High_Income
238,713,Rural,646914.3099999999,Strip,Moderate,4405,3706,69,71,On Trend,On Trend,5mile,25.05,22.72,2.33,41547,944,136,35916,3020,490,994,1128,20093,21455,35.1,5891,5481,1727,5133,1734,9344,6.7,16591,41819,58678,2365,6033,55829,631497059,70646,24068,1326737,4820597,4297,7797,8177,15974,1650,598,115,2065,2368,1601
239,715,Suburban,749975.6199999999,Mall,Warm,5000,4302,70,100,Fashion Forward,Fashion Forward,15min,25.92,23.74,2.19,40548,1356,177,23949,11428,478,4142,551,19575,20973,37.8,9056,4967,3187,2299,2140,3027,2.1,15075,41324,56810,914,5201,48665,664877742,63088,21717,1777530,6402099,3814,6271,6246,12517,555,269,90,1689,2551,962
240,716,Urban,856616.9800000001,Strip,Hot,4500,3793,75,60,On Trend,On Trend,5mile,23.91,22.13,1.78,207525,13783,720,21959,16579,666,166339,1982,102737,104788,36.7,43552,26675,7391,10452,12096,10902,5.3,71014,37149,50389,2528,23594,40953,2487872652,51462,17644,8199443,32414121,17805,31802,30127,61929,1565,809,154,8464,10080,5051
241,720,Urban,1031042.31,Mall,Warm,7467,6772,85,108,Fashion Forward,Fashion Forward,15min,25.13,22.84,2.29,155111,1590,426,97306,33367,6346,15144,2948,74721,80389,34.0,19978,15741,5846,18303,6984,35038,4.4,59370,43430,66442,8264,22758,60182,2618705621,78449,25805,4332909,16153740,15423,29181,31711,60892,5908,1905,448,7725,8571,6461
242,721,Urban,758885.4199999996,Strip,Hot,4400,3760,45,98,Fashion Forward,Fashion Forward,5mile,26.22,23.59,2.63,70340,244,309,44396,7840,2412,13064,2629,33832,36508,40.8,12338,12423,5286,9256,4854,3425,3.5,25652,64637,76161,391,7881,69941,1593250376,80283,27858,1137920,3437805,2488,9607,9363,18970,43,298,50,976,3291,3613
243,722,Urban,899065.58,Outlet,Warm,4500,3841,56,80,Fashion Forward,Fashion Forward,30min,27.45,24.96,2.48,668593,8339,2072,357584,192074,27084,75114,16738,320091,348502,37.8,90072,80858,30875,92153,34112,79807,4.6,267322,54665,78917,14383,95811,68169,13978812762,85395,31947,25080170,80479438,42111,97443,100621,198064,7824,5015,1544,22420,39268,34124
244,723,Urban,725312.0199999999,Strip,Hot,4160,3469,52,80,Fashion Forward,Fashion Forward,5mile,24.98,22.84,2.14,172102,3965,78,75270,44352,6777,40839,4864,83653,88449,36.6,30537,21151,10075,19164,7543,26516,6.4,70131,38581,58550,8303,25515,46333,2439075555,65261,24205,6359651,23732275,17590,29146,30044,59190,4870,2804,629,9311,10528,5678
245,724,Suburban,595626.8500000001,Mall,Moderate,4311,3656,45,122,On Trend,On Trend,15min,26.79,24.14,2.64,50533,890,594,38195,727,2152,5249,4209,25569,24964,40.5,8865,10132,3497,6089,2388,3816,5.0,20833,46255,61197,987,6660,58664,829549535,69393,26132,2482707,8692886,3563,6832,6059,12891,632,304,52,1728,3248,1686
246,727,Urban,747504.53,Mall,Hot,5000,4685,45,99,Fashion Forward,Fashion Forward,15min,24.95,22.9,2.06,156037,1575,1310,64288,49794,5716,33815,2424,82753,73284,38.1,36801,24233,7879,10192,8528,8748,5.6,54715,43073,60920,2412,17121,51751,2425898072,66855,22542,8142227,28275561,11447,26532,20667,47199,1192,1037,184,5555,6421,5146
247,728,Urban,884295.3500000002,Strip,Hot,4424,3738,56,80,Fashion Forward,Fashion Forward,5mile,25.79,23.41,2.38,65818,893,151,26305,14767,2224,21075,1447,31951,33867,36.1,10660,12181,3295,7583,3135,5057,4.7,24304,61087,76958,1094,9156,67034,1368708320,79709,28585,1789224,5588907,2910,9047,9022,18069,532,354,207,1587,3572,3996
248,731,Urban,964429.6,Strip,Cold,6500,5846,65,100,On Trend,On Trend,5mile,24.25,22.12,2.12,65561,605,199,50154,10219,504,1797,2888,31574,33987,39.7,16128,9579,3515,4233,3183,4070,7.5,26407,38917,53416,1554,7941,47725,958390833,59920,22053,3958654,14655752,5533,9433,9495,18928,856,584,115,3115,3157,1669
249,732,Urban,1238423.62,Mall,Cold,7275,6443,71,96,Fashion Forward,Fashion Forward,15min,22.78,20.78,2.0,92617,545,354,79823,7457,1137,1984,2215,44658,47959,37.9,19509,11863,4652,7794,4057,18133,5.3,36412,39446,54713,4768,10202,54013,1368729363,65616,22279,4636681,16596612,8587,16690,17280,33970,3414,1190,163,3464,4361,2378
250,735,Urban,841153.94,Strip,Cold,6500,5807,77,80,On Trend,On Trend,5mile,25.32,22.84,2.49,112616,1073,595,78392,1520,983,28320,3400,57089,55526,34.4,20386,18494,5330,9514,6618,6705,4.2,39042,51808,63783,2212,16506,60610,1912067164,70476,22380,4121356,13711867,6489,17281,16413,33694,952,1022,237,3402,7803,5300
251,736,Urban,742279.78,Strip,Hot,5000,4302,50,100,On Trend,On Trend,5mile,24.92,22.79,2.13,24966,680,147,21575,1699,152,1009,531,12027,12939,38.5,6369,3863,1266,2005,1296,976,3.4,9784,51985,62931,361,3585,60565,491933943,72459,24822,1182577,3870441,1421,3464,3504,6968,110,162,89,752,1483,1350
252,738,Urban,927596.8,Mall,Warm,7249,6786,84,74,Fashion Forward,Fashion Forward,15min,25.48,23.24,2.24,82132,1588,268,34660,42199,651,2903,1719,38797,43334,40.5,18877,11768,5470,7245,4717,5115,6.7,32430,42250,58073,1378,9098,52343,1427476911,65802,23299,3465797,12388883,6483,11247,11160,22407,805,509,63,3022,3856,2221
253,742,Rural,1023379.41,Outlet,Moderate,4608,3969,50,94,Fashion Forward,Fashion Forward,60min,26.75,24.24,2.51,3180058,40929,16194,2559923,398818,63603,82814,74900,1552961,1627097,39.6,636886,444344,187073,405710,175820,225329,4.6,1259111,58043,77816,52238,405898,71932,70633099732,85825,31198,167543730,518416046,169598,458303,440881,899184,27240,20005,4992,89066,150113,166718
254,743,Suburban,720766.03,Mall,Warm,4080,3472,51,80,Fashion Forward,Fashion Forward,15min,23.79,21.88,1.92,46939,578,107,27375,16330,283,2524,426,22818,24120,38.4,9471,7239,2507,3310,2416,2741,8.4,17405,37324,54166,594,5308,46781,715102129,59104,20556,2232023,7651998,3785,7140,6872,14012,400,126,68,2165,1878,1265
255,744,Urban,997513.9399999998,Mall,Moderate,4768,3910,52,122,On Trend,On Trend,15min,23.67,21.25,2.42,138287,1388,663,68631,2478,979,62991,3208,68064,70224,39.7,27518,24889,10427,12042,7567,9622,6.6,55398,39913,54270,2707,17018,48558,2103409652,60397,22150,6916320,23902065,11390,20088,18852,38940,1557,1011,140,5285,7215,4517
256,746,Urban,1104775.58,Mall,Moderate,7035,6247,67,105,On Trend,On Trend,15min,25.53,23.06,2.48,92659,1231,460,70332,11489,2076,4618,4144,45303,47356,38.7,18104,15904,6961,8694,5328,7302,5.0,36316,53659,68158,1685,11776,66107,1919053540,76913,27172,3507424,11290264,4989,13231,12548,25779,690,930,65,3020,4813,3941
257,747,Urban,611273.9199999998,Strip,Warm,5600,4592,70,81,Fashion Forward,Fashion Forward,5mile,27.31,24.72,2.59,53351,1744,201,36452,10245,2309,3217,1128,25927,27424,41.1,9006,9702,3054,8309,2143,3320,2.4,22375,57194,76613,771,7596,70702,1180076822,84425,32775,2450599,7490427,2375,6947,6333,13280,376,344,49,1449,3590,2556
258,748,Urban,1029475.32,Mall,Moderate,6395,5700,71,120,On Trend,On Trend,15min,27.27,24.7,2.57,72694,789,566,49497,228,626,20194,2151,35809,36885,39.5,13517,10899,4774,7096,4218,3424,4.4,27213,58136,73507,920,8410,65969,1490348652,78208,27706,3209985,10448013,3061,10756,10409,21165,339,369,212,1466,3668,3276
259,751,Urban,916401.0899999999,Strip,Moderate,4200,3470,60,70,On Trend,On Trend,5mile,26.61,24.02,2.58,158445,875,368,84377,18402,15468,22169,18029,77253,81192,38.3,30603,27788,11532,16090,7269,12354,7.1,61828,51690,66172,3796,22497,59351,2875363279,72789,26197,6642321,22941120,9936,23030,22983,46013,1759,1759,277,6052,10248,6198
260,753,Urban,1352261.69,Mall,Warm,7512,6962,65,102,Fashion Forward,Fashion Forward,15min,24.18,22.13,2.05,144278,4438,527,63126,74144,2529,3073,1405,68202,76076,38.1,17249,20242,7114,23871,7120,13838,6.1,58481,51583,78556,2378,21941,66739,3091731714,84634,32373,8322248,26819274,9938,20007,20618,40625,1400,734,243,6077,9054,6809
261,755,Urban,729286.3999999999,Strip,Warm,4900,4037,70,70,Fashion Forward,Fashion Forward,5mile,23.78,21.72,2.06,37465,357,123,17095,17497,312,1820,740,18085,19379,37.5,9398,4299,1507,2175,2121,1706,4.8,13711,35702,48432,815,4265,41056,482623068,52380,18162,941251,4051159,3749,5567,5288,10855,497,260,58,1823,1754,688
262,757,Urban,974456.3600000002,Mall,Cold,7581,7006,58,130,Fashion Forward,Fashion Forward,15min,23.64,21.47,2.18,82960,663,559,71945,5655,835,2391,2135,39974,42987,41.3,21732,13027,4964,7074,4562,4029,4.0,34598,47348,61578,1439,9742,60571,1595619197,70155,26029,4772546,14871443,5540,10793,10686,21479,599,767,72,2686,4127,2929
263,758,Urban,1111779.16,Outlet,Moderate,6417,5807,80,80,On Trend,On Trend,30min,28.57,25.89,2.68,1409876,17226,7915,1057705,54545,82476,142493,72658,697844,712032,39.2,197618,237763,84286,225841,67164,104547,4.6,572581,65066,86626,19041,222144,77620,31165816735,92448,35630,65683476,200035144,74672,180438,176453,356891,8255,8332,2456,38709,79309,104127
264,762,Rural,786217.7699999999,Strip,Warm,4410,3706,42,105,On Trend,On Trend,5mile,27.29,24.6,2.69,42576,262,321,11134,1033,1144,28187,1079,21246,21330,35.3,7714,6216,1504,1985,3157,2366,10.4,12229,49984,66323,227,4976,53318,649400909,66161,19123,894914,3435162,2349,7352,6958,14310,62,143,23,1445,1990,1540
265,764,Urban,677555.57,Strip,Warm,6000,5331,94,70,Fashion Forward,Fashion Forward,5mile,25.47,23.21,2.26,43869,595,147,30923,6518,769,4912,747,21282,22587,40.5,7439,8496,2768,5498,1831,1926,2.6,18412,54084,78608,1030,6047,71740,989125679,87416,34025,1983336,6270228,2280,5525,5399,10924,469,524,36,1385,2254,2408
266,765,Rural,716046.6699999999,Strip,Hot,4404,3749,46,100,On Trend,On Trend,5mile,22.21,20.42,1.79,40600,343,304,21696,10073,595,7609,627,23901,16699,34.5,8527,5106,1397,3888,978,10727,2.6,12658,35867,48542,2908,4667,53425,431073944,64790,16055,911165,3696188,3968,9992,7464,17456,2265,573,71,1798,1875,994
267,766,Rural,717904.26,Strip,Hot,5000,4242,63,80,Fashion Forward,Fashion Forward,5mile,24.93,22.77,2.16,40169,4276,573,26337,7186,3035,2346,1266,19780,20390,37.3,8162,6678,2901,3253,2035,1904,6.5,15906,46457,57886,652,6050,53094,630035247,62076,23641,1389566,5021875,2446,5519,5500,11019,166,421,66,1544,3110,1394
268,767,Urban,926921.6099999998,Strip,Hot,4544,3797,52,100,On Trend,On Trend,5mile,25.73,23.41,2.32,127215,8058,2948,38652,11569,7607,66160,3228,62370,64845,37.9,24566,20440,8211,13692,6858,9011,3.6,44432,47019,60688,1591,18144,48588,1967436743,61169,21362,1454300,5498460,7620,18191,17589,35780,681,817,91,5010,9284,3849
269,769,Urban,963120.6599999998,Mall,Warm,6124,5150,49,115,Fashion Forward,Fashion Forward,15min,24.08,21.9,2.18,187772,4934,674,92944,76877,2638,10645,4668,90975,96797,38.5,36711,30855,8183,22638,9643,13124,5.3,79429,44664,62298,4211,27690,55486,3236170438,69340,26737,9361868,33652964,15347,25394,24524,49918,2270,1527,413,8951,11871,6868
270,771,Urban,998418.11,Strip,Warm,5000,4217,50,100,Fashion Forward,Fashion Forward,5mile,26.76,24.22,2.54,51885,114,54,31750,15093,630,3180,1231,24735,27150,37.2,9602,7946,2600,6498,3989,3473,3.5,18541,63387,77984,404,5936,70912,1185530366,83405,27886,1360296,3898456,1820,7573,7525,15098,180,190,34,504,2892,2538
271,772,Urban,921358.7800000003,Mall,Moderate,4004,3337,54,88,Fashion Forward,Fashion Forward,15min,25.94,23.35,2.59,197856,1203,182,148725,25906,6960,10729,5536,97764,100092,35.8,32238,27663,9460,31439,10066,21965,3.3,74170,62909,78177,6320,29709,74132,4187520121,85043,29522,5101201,16173597,8820,32979,31305,64284,2964,2805,551,4525,12501,12683
272,773,Urban,1171292.38,Mall,Moderate,7276,6514,73,115,Fashion Forward,Fashion Forward,15min,27.76,24.86,2.9,361924,3525,1064,207730,27301,41516,54713,30663,179535,182389,38.3,68859,60369,27122,40695,20884,21381,4.0,135238,64990,81426,5492,49560,73555,7671074923,86734,30670,14799078,47851296,15485,52401,50107,102508,1661,2805,1025,8427,20328,20805
273,775,Suburban,550456.6900000001,Strip,Warm,4253,3604,50,92,On Trend,Fashion Forward,5mile,24.32,22.24,2.07,16098,207,67,8902,5280,173,1472,272,7517,8581,38.4,3935,2044,651,1077,912,766,6.9,6268,35786,56669,386,1933,47948,252107609,61869,22456,836954,3166174,1691,2200,2347,4547,265,112,9,506,967,460
274,778,Urban,1318001.11,Mall,Warm,7066,6285,76,100,Fashion Forward,Fashion Forward,15min,28.61,25.93,2.68,196493,6051,735,143683,28907,7611,13082,3210,94200,102292,38.6,18637,25644,8223,43026,10585,16500,2.2,82736,73845,101368,3423,32949,95710,5683051817,108844,42897,10517408,29109925,6532,26204,26445,52649,1515,1463,445,4697,12027,16226
275,779,Urban,884862.4200000002,Strip,Warm,7000,5931,60,116,On Trend,On Trend,5mile,27.46,24.73,2.73,51517,60,127,17907,1599,2680,27894,1437,25838,25678,35.9,7808,7471,2492,3176,3756,3558,10.5,15474,51532,68764,602,5974,55318,861796402,70130,20903,1603459,5738797,2908,8954,8260,17214,280,314,9,1593,2745,1635
276,780,Urban,1031983.23,Strip,Moderate,4224,3526,55,80,Fashion Forward,Fashion Forward,5mile,23.76,21.68,2.08,97028,1381,166,23202,67897,930,2504,2496,45381,51648,37.6,20038,14769,4371,9162,4771,6769,4.9,39560,42734,56729,1484,15430,49890,1464433323,61961,23345,2777104,10858119,8649,13565,13747,27312,856,600,27,5303,6067,4061
277,781,Rural,1044042.64,Strip,Moderate,6500,5884,65,100,On Trend,On Trend,5mile,21.89,19.97,1.92,24202,383,175,22252,993,122,332,504,11754,12448,42.1,5944,3655,1438,1833,833,1381,5.3,10574,35773,48045,466,2434,45649,359602137,56790,21827,1118640,3925987,2135,3165,3026,6191,185,265,16,886,949,600
278,782,Urban,1076640.93,Mall,Warm,4800,3975,60,85,Fashion Forward,Fashion Forward,15min,25.69,23.52,2.17,93700,915,376,51114,18186,2355,12120,9925,48233,45467,34.9,18304,17082,4047,7906,5220,6894,5.0,33970,45934,61109,2912,12786,55843,1425479947,64978,23818,3596835,13571356,6310,18106,14222,32328,1407,1261,244,3923,5493,3369
279,785,Urban,1144452.12,Mall,Moderate,6232,5622,115,80,On Trend,On Trend,15min,25.29,22.91,2.38,88732,489,429,83384,2221,386,1093,1648,43270,45462,41.7,22910,14893,6511,6887,4308,4300,6.7,35846,45930,62127,1078,10435,58706,1625060202,68125,25672,5326319,16901377,7232,11560,10763,22323,560,463,55,3311,3841,3283
280,787,Urban,1068657.92,Strip,Hot,4500,3847,50,90,Fashion Forward,Fashion Forward,5mile,26.82,24.08,2.74,66282,779,89,46425,12716,1273,4107,1761,32239,34043,39.5,12248,12449,3004,7184,3775,3878,6.1,24364,61329,78112,772,7589,69570,1449477757,82923,28877,2895059,8653034,3221,9363,9068,18431,370,268,133,1391,2917,3280
281,788,Urban,1173237.43,Mall,Hot,7331,6550,71,99,Fashion Forward,Fashion Forward,15min,25.64,23.29,2.35,170231,2209,1759,124733,17527,4937,17878,5156,82570,87661,43.6,37479,27139,14713,19461,7848,12850,4.0,73187,47948,63476,2349,17226,57394,3122804614,69995,27643,6674221,20650133,10628,21663,20088,41751,1273,920,154,4074,8234,4920
282,789,Urban,985846.2700000004,Strip,Hot,5000,4269,50,100,Fashion Forward,Fashion Forward,5mile,25.01,22.79,2.22,127648,356,226,20987,26280,2536,76376,1469,63576,64072,33.7,21794,16253,4921,6533,9725,7662,6.2,38659,53920,65870,1833,16569,56517,2030531975,66810,19990,2820957,10323801,5917,20984,19923,40907,812,816,205,4131,7663,4776
283,794,Urban,1259197.05,Mall,Warm,6824,6231,60,118,Fashion Forward,Fashion Forward,15min,25.1,22.82,2.28,287280,3331,903,159462,78760,6482,36373,6204,136425,150855,38.7,43657,39922,14640,41109,15601,24931,5.3,116527,48517,73708,5100,39724,62112,5689787351,77970,30407,12907723,40847608,20677,40302,41599,81901,3252,1527,320,11940,15792,11990
284,795,Urban,752903.0099999998,Strip,Cold,6473,5335,54,120,On Trend,On Trend,5mile,25.31,22.83,2.48,116352,1212,612,82050,1829,1665,26680,4128,58519,57834,34.8,20252,19202,5887,11322,6736,9098,4.2,42084,52035,64817,3158,16194,61235,2003358437,70690,23715,5191641,16983673,7085,17515,17122,34637,1283,1633,243,3748,7793,4652
285,797,Urban,752306.6699999999,Strip,Hot,5000,4516,50,108,Fashion Forward,Fashion Forward,5mile,26.22,23.8,2.42,269786,2573,1155,69065,66859,45022,82772,6067,130694,139092,36.3,35250,34831,12007,41829,15623,21704,4.3,103149,59090,84791,3817,44598,63983,5633872210,83893,32478,7919337,26453118,13873,35658,35376,71034,1507,1520,793,10590,18549,15460
286,799,Urban,1405306.550000001,Strip,Warm,6500,5849,94,69,Fashion Forward,Fashion Forward,5mile,25.87,23.46,2.41,45542,675,63,25617,16972,469,1637,847,21578,23965,36.2,8599,6767,1567,4792,2178,6223,7.1,17246,44862,63109,1413,6416,55648,754839987,69165,24988,1302744,4824361,4174,7594,8189,15783,916,289,209,1918,2544,1955
287,801,Urban,695135.8500000001,Strip,Hot,4259,3639,43,80,Fashion Forward,Fashion Forward,5mile,25.56,23.53,2.03,137334,857,311,35844,30032,3603,63150,4705,65977,71357,36.0,24299,24637,8636,10524,9124,10108,4.2,45788,54617,64813,1537,17265,58523,2336592620,67124,21850,4397306,14500537,5867,20481,20083,40564,557,742,238,4020,8089,5154
288,809,Urban,1078596.28,Strip,Warm,5894,5080,96,65,On Trend,On Trend,5mile,25.3,22.88,2.42,101092,736,12,46923,6425,2977,41160,3607,48390,52702,39.6,20937,18741,4920,5009,6405,5439,9.5,36464,41107,53710,963,10010,47202,1410644321,57799,19469,2694715,9532853,7382,15062,14693,29755,436,460,67,3006,4795,2210
289,811,Urban,797128.94,Strip,Warm,4498,3725,45,100,On Trend,Fashion Forward,5mile,27.05,24.44,2.61,105712,1118,183,24013,53463,1881,24349,2007,49990,55721,37.2,16162,18458,5591,11332,7173,7131,4.3,36663,65979,79519,542,13346,73885,2341564730,83948,27684,4092360,12317005,3567,15393,14822,30215,215,308,20,2379,5900,5065
290,812,Urban,718142.1499999999,Strip,Moderate,7200,6177,70,100,On Trend,On Trend,5mile,31.32,28.21,3.1,94393,0,208,68195,15082,3413,5397,2306,45634,48759,39.5,20193,13317,6266,13507,5950,7334,3.7,32803,82746,97269,484,9921,96564,2640423737,105185,33889,4881382,13361866,2539,13631,13244,26875,252,150,83,1163,2630,6129
291,813,Urban,1047593.55,Mall,Warm,6218,5666,47,101,On Trend,On Trend,15min,23.02,20.87,2.15,417351,5464,1175,51183,12692,3523,344922,5031,203551,213800,36.4,68052,61134,19140,33280,25325,37552,4.2,138778,38228,52175,7279,44478,43370,5621527502,55154,17947,16955872,62959384,33346,70506,63158,133664,3762,3033,485,16487,19449,8541
292,814,Urban,1041926.41,Mall,Warm,6146,5311,50,108,Fashion Forward,Fashion Forward,15min,24.33,22.33,2.0,72320,1424,511,33543,34247,1382,1621,1526,34429,37891,38.6,16988,10570,2172,6217,3908,4946,7.0,28024,39166,59063,1179,8506,46925,1159323309,63616,23755,3144306,11482116,5990,10777,10534,21311,631,469,80,2988,3371,2147
293,816,Urban,649537.5899999999,Strip,Warm,7040,6347,88,80,On Trend,On Trend,5mile,25.46,23.23,2.23,41084,1193,106,36778,1498,739,1031,1038,19655,21429,40.2,9834,7042,2324,3191,2175,2004,3.5,16660,44646,57430,538,4969,54764,721780496,64473,23590,1686292,5504914,2309,5484,5216,10700,167,318,53,1384,2195,1389
294,817,Rural,646189.3099999998,Strip,Cold,4300,3707,43,101,On Trend,On Trend,5mile,27.94,25.01,2.93,78390,154,259,63711,4994,4363,3349,1973,38222,40168,33.9,5338,8051,2985,17973,5185,4553,2.3,26677,98320,122319,497,13595,109556,2471861729,118683,41627,985152,2508466,1035,10858,11010,21868,110,211,175,747,3095,9754
295,818,Urban,1021912.47,Mall,Warm,4453,3896,62,63,Fashion Forward,Fashion Forward,15min,24.2,21.93,2.27,143522,1415,629,82545,47407,2790,7213,3568,68028,75494,35.0,18783,19415,9872,18357,6100,30402,7.4,58963,47826,67712,8369,21290,64739,2587197041,77747,28112,4190930,14724004,14041,24367,26811,51178,5354,2538,476,6216,8112,6963
296,819,Suburban,1206507.28,Mall,Warm,7591,6966,135,80,Fashion Forward,Fashion Forward,15min,25.63,23.43,2.19,49731,970,242,16385,12353,598,4496,15899,24480,25251,38.3,10799,6822,2874,3352,3166,2509,5.8,18151,36050,50402,629,5838,43644,700231041,55129,18993,1859416,7208188,4720,7439,6895,14334,425,185,20,2406,2380,1054
297,823,Urban,1447598.03,Mall,Warm,7387,6519,74,98,Fashion Forward,Fashion Forward,15min,29.77,26.94,2.83,384105,4822,1056,226534,91792,13250,42922,9607,184863,199242,37.8,39237,46567,20703,81388,23393,24718,4.0,151401,71035,96382,4222,58917,85280,10123535519,100574,38259,14374355,40448068,12269,50544,49697,100241,1681,1850,692,8716,21977,28223
298,824,Urban,933786.6300000001,Mall,Moderate,5502,4692,46,121,On Trend,On Trend,15min,25.3,22.78,2.52,116876,3340,350,93036,11297,3847,5887,2810,57249,59627,36.6,20206,15141,5818,13824,5410,16492,4.5,45143,50665,69413,4961,15777,62749,2157292056,76356,27268,3696400,12860585,8057,19935,19672,39607,2985,1517,458,3646,7063,5069
299,826,Suburban,734732.2899999999,Strip,Cold,4215,3565,70,60,On Trend,On Trend,5mile,24.61,22.55,2.06,24407,386,166,15804,96,381,7460,667,11850,12556,38.0,5122,4216,1626,1273,1044,1429,4.6,9074,40986,52402,654,2519,49271,359587873,59373,19743,1102336,3987458,2013,3784,3759,7543,332,321,0,742,1035,744
300,827,Urban,1042676.18,Mall,Moderate,5511,4358,44,125,Fashion Forward,Fashion Forward,15min,24.04,21.86,2.18,170353,3542,884,121085,33371,3821,7656,4420,81634,88719,40.7,36291,24777,11713,20059,8040,11162,3.6,73506,48149,63588,3034,24512,59439,3069820460,71257,28202,7499929,25112980,12004,21366,21794,43160,1865,1049,121,6937,10348,7228
301,828,Urban,1601972.179999999,Mall,Warm,5240,4550,47,117,Fashion Forward,Fashion Forward,15min,24.78,22.48,2.31,147942,3198,413,69793,61688,2980,9157,4325,72677,75265,39.1,32206,23720,7871,13627,7994,12372,6.0,54566,51716,66305,2225,17022,62331,2743719434,74887,25105,5953278,20372220,8340,22635,21291,43926,1101,857,266,4275,6993,5754
