,Store ID,Pop class,Sales,Centre Type,Climate,Total_Store_sft,Sales_Floor_sft,Store_Frontage_ft,Store_Length_ft,Guys Segmentation,Girls Segmentation,MSA Type,Food_away_from_home,Meals_at_restaurants,Food_on_out_of_town_trips,Population_Est,Transient_Pop_Est,Seasonal_Pop_Est,Eth_White,Eth_Black,Eth_Asian,Eth_Hispanic,Eth_Other,Male_Pop,Females_Pop,Age_Average,Edu_High_school,Edu_Some_college,Edu_Clg_Assoc_deg,Edu_Clg_Bach_deg,Enroll_High_School,Enr_College_Graduate_Professional,Unemployment_Rate,Households_Est,Median_Household_Income,Average_Household_Income,Householder_under_25_yrs,Householder_25_to_44_yrs,Family_Inc_Median,Family_Inc_Agg_Avg,Family_Inc_Avg,Per_Capita_Income,Wealth_Median_Household,Wealth_Average_Household,Poverty_Pop,Male_14_to_35,Female_14_to_35,Total_Pop_14_to_35,Under_25_Low_Income,Under_25_Med_Income,Under_25_High_Income,25_to_44_Low_Income,25_to_44_Med_Income,25_to_44_High_Income
538,1283,Suburban,927312.6,Mall,Cold,5032,4284,42,122,On Trend,On Trend,15min,24.07,21.64,2.43,24777,1554,333,4683,239,385,7399,12072,11920,12857,36.3,4953,3270,1146,1170,1834,1001,7.3,8423,39314,58228,287,2661,51346,366339896,61082,20111,1009399,3654166,2619,3832,3851,7683,232,55,0,1041,952,666
539,1285,Urban,1580190.62,Mall,Hot,6924,6216,80,90,Fashion Forward,Fashion Forward,15min,25.49,23.07,2.42,264290,5683,6,172786,31477,4758,50342,4927,128501,135790,43.9,56942,38414,17500,32673,10749,13607,4.6,113116,50430,68163,2748,28832,58913,5110547036,72762,29415,12735863,39919599,15989,31772,30452,62224,1199,1342,207,7734,12308,8791
540,1286,Urban,954587.33,Mall,Moderate,6930,6162,82,97,Fashion Forward,Fashion Forward,15min,28.63,25.78,2.85,620588,11275,2938,473827,53863,40785,34281,17833,305078,315511,37.5,80121,71280,26229,123053,33302,42848,2.9,258165,69656,94544,11198,109863,84920,15621963163,99700,39523,30351919,88961920,28664,83407,82044,165451,4838,4692,1671,18227,38470,53167
541,1291,Urban,1391110.41,Mall,Cold,4938,4075,60,86,Fashion Forward,Fashion Forward,15min,24.83,22.23,2.6,406125,6008,1300,267707,28655,11031,78326,20406,200683,205442,37.3,60931,70136,30414,53316,20703,35295,4.6,161965,55332,69812,9880,63992,64500,7764361547,76227,28258,16280063,52801603,20940,58072,56076,114148,4321,4503,1055,13483,28654,21856
542,1294,Urban,836575.13,Mall,Moderate,4507,3823,50,107,On Trend,On Trend,15min,24.19,21.86,2.33,102841,1877,599,81763,6304,1750,10505,2520,50780,52061,39.8,21116,13154,5751,12040,6005,5698,2.5,39007,66913,84708,1095,12129,78730,2491517273,92007,32535,4763981,14391972,2869,14666,13991,28657,457,527,109,1484,4985,5658
543,1295,Suburban,569081.9899999998,Mall,Cold,4835,4222,45,107,On Trend,On Trend,15min,25.16,23.04,2.11,34938,453,438,30731,2061,269,1005,872,16982,17956,42.1,8061,6410,3112,3293,1820,1267,4.6,14902,47354,63590,674,4291,59176,665983705,69808,27536,2743700,8551540,2177,4402,4349,8751,332,239,103,1119,1738,1433
544,1297,Urban,1385114.72,Strip,Moderate,5628,4881,80,74,On Trend,On Trend,5mile,25.74,23.07,2.67,130137,707,105,75959,1781,1603,47976,2818,64055,66082,35.9,22102,18661,6940,12802,7049,13415,4.1,47099,55075,69386,3892,17722,64192,2340313926,75050,25427,4538785,15781969,7386,21568,22109,43677,2020,1578,295,3548,8078,6095
545,1298,Urban,905180.77,Mall,Cold,4983,4188,45,107,Fashion Forward,Fashion Forward,15min,27.24,24.82,2.42,397907,2616,814,114216,207958,3735,65830,6167,188659,209248,38.6,81091,70435,21608,35856,26684,28065,8.7,143633,46243,60262,3318,44307,54974,6631984483,66909,21982,21587425,72663585,27560,60268,58886,119154,2200,895,224,15892,16982,11433
546,1301,Suburban,542712.7300000002,Strip,Moderate,5600,4653,71,80,On Trend,On Trend,5mile,27.23,24.68,2.54,24398,243,164,14953,4507,447,3571,920,11929,12468,37.5,4519,3913,1176,2181,1476,951,3.3,8757,61999,78923,337,2741,72599,507715718,84367,28996,577850,1937145,1222,3466,3351,6817,114,142,81,378,1175,1187
547,1308,Urban,501425.8599999999,Strip,Cold,5000,4275,63,80,On Trend,On Trend,5mile,23.93,21.64,2.28,23652,319,222,18941,3214,373,388,735,11541,12111,41.5,6732,3222,1305,1863,1101,1289,6.2,9816,40084,54802,379,2624,51750,403970949,63102,23323,1160147,3921613,1547,3310,3063,6373,206,148,24,1043,865,717
548,1310,Urban,823227.7699999999,Mall,Moderate,4717,4068,50,104,Fashion Forward,Fashion Forward,15min,30.72,27.48,3.24,267325,1965,604,131232,30078,36442,58893,10680,133636,133689,36.3,34387,30060,12597,45247,16580,20765,3.0,88197,97448,115664,1928,36224,106888,7722919905,115150,38355,12898742,35444475,5278,37906,35555,73461,407,900,621,2971,10155,23098
549,1311,Urban,981072.8600000001,Mall,Frigid,7478,6196,85,112,Fashion Forward,Fashion Forward,15min,29.21,26.58,2.63,450576,5178,2049,300926,43918,59708,30037,15987,220460,230116,39.2,70667,60810,28673,72047,26745,32887,4.3,176612,63966,84521,5920,62407,79519,10332909875,93658,33680,22958894,68639369,21210,64538,62866,127404,2498,2453,969,12240,23167,27001
550,1313,Urban,769267.4800000001,Strip,Warm,4400,3764,44,91,Fashion Forward,Fashion Forward,5mile,25.06,22.84,2.23,126881,2930,203,34001,60488,9538,19010,3844,62413,64467,33.8,14855,18969,6459,17757,6043,20466,5.8,48958,48479,61146,4206,23486,57937,1947035183,68354,23804,3137498,12016623,8687,21472,20774,42246,2725,1335,145,5970,10727,6791
551,1319,Urban,942862.9500000001,Mall,Hot,7153,6325,66,113,On Trend,On Trend,15min,26.18,23.51,2.68,676505,7620,7970,469801,18451,18090,145908,24255,329990,346515,39.0,109780,120504,41588,83052,39772,47128,4.7,253035,59354,77079,8161,82927,68835,14281171878,82185,28950,27120840,81561913,29120,93488,89745,183233,3279,3862,1019,16218,31644,35065
552,1327,Suburban,766424.9500000002,Outlet,Cold,5099,4434,65,80,On Trend,On Trend,45min,26.61,24.02,2.59,44652,4163,13022,38812,249,468,3463,1661,21986,22666,44.3,8095,10559,3025,5108,2147,2234,4.2,19549,51151,66509,504,5076,66284,903686821,76442,29616,2944138,9258451,2250,5530,5101,10631,216,272,16,1021,2443,1613
553,1329,Suburban,873017.5899999997,Strip,Moderate,7500,6810,83,90,On Trend,On Trend,5mile,24.01,21.89,2.12,26768,491,88,24357,999,181,484,747,12680,14088,40.0,6933,3956,1437,1637,1221,2400,7.4,10892,33213,49214,617,3152,44222,346054365,54816,20714,1482695,5842746,3184,3862,3899,7761,409,137,71,1359,1138,655
554,1331,Urban,905691.29,Mall,Moderate,7300,6464,91,108,On Trend,On Trend,15min,26.06,23.82,2.23,189834,1679,773,142686,18070,3514,20387,5176,92984,96850,40.2,51051,20238,11893,19593,10408,11385,4.6,73960,53913,70332,2243,24421,64057,3679134062,76544,28093,9537703,30902371,10160,27511,25753,53264,1245,755,244,5786,9836,8797
555,1332,Urban,1475338.39,Mall,Moderate,8014,7042,50,183,Fashion Forward,Fashion Forward,15min,25.7,23.43,2.27,371196,5139,1318,234941,43221,18009,58531,16495,183742,187454,37.3,64890,58420,17685,43411,21539,29288,4.1,148070,46772,65004,8869,53388,58219,6621423384,72288,26250,17539729,61282118,25179,54233,52863,107096,4945,3285,639,15777,23529,14082
556,1334,Urban,713242.75,Mall,Cold,6767,5951,67,125,On Trend,On Trend,15min,29.86,26.97,2.9,64705,1753,1077,58723,853,2187,1515,1427,31709,32996,41.4,8678,7926,4050,14351,2252,5598,2.4,29248,74608,95925,1597,9720,93274,1676924550,107219,44034,3670843,10663000,2491,8032,7830,15862,564,738,295,1280,3108,5332
557,1335,Urban,881382.0199999999,Strip,Warm,4800,4018,60,82,Fashion Forward,Fashion Forward,5mile,26.74,24.13,2.6,52431,337,260,21394,23113,2726,3594,1604,24872,27559,36.8,9522,7725,3060,6051,3609,3666,4.8,18725,63754,79874,463,7111,71632,1162975522,82009,28579,1094240,3313942,1906,7752,7784,15536,272,184,9,1398,3124,2590
558,1339,Urban,1481759.2,Mall,Hot,6773,5988,67,105,Fashion Forward,Fashion Forward,15min,26.0,23.38,2.62,1446081,151913,304,590419,173237,110173,508462,63789,726682,719398,38.0,289835,231452,67824,125272,81314,82399,6.3,524564,49985,67280,20410,188657,56674,23888366457,69509,24551,53913664,190190888,82343,201703,192042,393745,9247,8423,2740,50081,83366,55210
559,1341,Urban,1010983.37,Mall,Warm,6342,5691,60,150,Fashion Forward,Fashion Forward,15min,26.31,23.88,2.43,666171,33339,1918,231369,91424,61962,264381,17036,333614,332557,34.9,95337,84372,26084,80911,34937,43637,3.6,261842,58562,78086,11623,122323,61947,12461370522,78459,31036,23925016,84862904,33104,92205,88615,180820,5035,5194,1396,25194,51319,45810
560,1343,Urban,810675.5900000001,Mall,Moderate,5773,4960,46,121,On Trend,On Trend,15min,25.94,23.49,2.45,73676,781,444,67254,3967,441,633,1381,36961,36714,43.1,20072,11242,5398,7052,3910,3518,4.7,31030,46753,64218,966,7740,61857,1400533976,74121,28175,5645493,17938419,4854,10637,8458,19095,569,316,82,1857,2734,3147
561,1349,Urban,1577869.65,Mall,Cold,6600,5608,60,123,Fashion Forward,Fashion Forward,15min,25.44,23.18,2.27,258500,2797,1229,190972,31694,7574,19804,8456,126472,132028,37.7,47757,38679,16918,30264,15132,18780,4.1,101548,49181,63330,5326,36958,60310,4619778006,71087,25244,11810541,39454337,15515,37939,37552,75491,2730,2178,420,9652,16548,10758
562,1353,Urban,531936.7399999999,Mall,Cold,4950,4248,45,102,On Trend,On Trend,15min,26.34,23.77,2.57,455025,5997,2375,326570,49544,17905,50019,10988,222220,232805,39.8,79424,61158,25828,72771,22640,37852,3.4,186848,58470,79978,8491,64960,76870,10103151164,90818,33471,28722891,89115931,25542,62730,62103,124833,4582,2948,962,13236,23815,27911
563,1354,Urban,563979.1700000002,Strip,Warm,4500,3849,45,100,On Trend,On Trend,5mile,25.76,23.36,2.39,42157,153,158,34812,4004,421,2175,745,20365,21793,40.5,8812,6189,3079,4429,1813,1695,3.3,16724,51850,64620,468,5189,63950,860261037,73535,25774,1393479,4431612,1924,5568,5550,11118,222,177,69,1011,2296,1883
564,1355,Urban,856864.3899999999,Mall,Hot,6354,5359,55,101,Fashion Forward,Fashion Forward,15min,25.43,23.04,2.38,148400,498,508,121384,10434,2185,11243,3155,70640,77760,47.5,39882,27235,10762,14334,6025,5853,5.3,64638,47809,61324,947,10439,55860,2905769863,68361,26887,5651746,16307702,7338,16342,15652,31994,470,418,59,2357,4814,3267
565,1356,Urban,819198.4199999998,Mall,Warm,5134,4370,59,90,On Trend,On Trend,15min,27.43,24.52,2.91,115112,806,644,85837,1910,4421,17874,5070,57427,57685,37.0,12545,19732,7602,17623,5595,22252,5.7,46299,54093,75226,6407,15035,71665,2206222656,86564,30636,5306809,18711341,10528,20918,19661,40579,3696,2127,583,3616,5871,5548
566,1360,Suburban,684763.2499999999,Strip,Cold,5000,4228,50,100,On Trend,On Trend,5mile,26.69,24.28,2.41,24869,337,165,19589,122,135,4707,315,12369,12500,39.2,4921,3666,2050,2443,1441,1281,4.3,9873,56978,68434,458,3256,71066,519899420,79336,27725,1433302,4460817,1010,3569,3366,6935,197,174,88,491,1522,1243
567,1363,Suburban,765981.76,Mall,Cold,4837,4175,60,81,On Trend,On Trend,15min,25.89,23.39,2.5,62804,423,643,59381,557,258,1696,912,30787,32017,41.9,20405,7699,3093,4548,3449,2829,3.9,25630,49093,61714,832,6924,59494,1183984504,69708,25628,3676856,11884048,3859,8321,7884,16205,412,374,46,1537,2793,2593
568,1366,Urban,1304735.87,Mall,Warm,6157,5371,60,102,Fashion Forward,Fashion Forward,15min,26.93,24.49,2.44,784264,10057,2144,400584,114657,41523,205298,22202,386328,397936,36.7,118805,121692,37028,102908,44278,51360,3.8,299584,61891,82620,11524,119029,70156,17136285727,86579,31811,32591607,104452310,35294,108519,105543,214062,4572,5517,1435,22658,49878,46493
569,1370,Urban,927566.76,Strip,Hot,5000,4228,58,86,Fashion Forward,Fashion Forward,5mile,27.42,24.85,2.57,179431,765,373,51091,54778,19724,48693,5146,87149,92282,34.0,25007,27337,10547,22034,12652,17880,3.6,57452,71701,83198,1497,24464,76818,3956470069,86028,26662,5065559,15531558,5050,27177,26956,54133,574,687,236,3408,9350,11704
570,1373,Suburban,695349.53,Strip,Moderate,5849,5127,86,68,Fashion Forward,Fashion Forward,5mile,26.16,23.64,2.52,20034,322,423,14588,2751,379,1850,466,9471,10563,43.1,3677,3033,1032,2509,846,1162,3.4,8467,58216,85990,214,2356,72662,472441279,90177,36857,936495,2748872,993,2510,2425,4935,157,35,22,639,925,790
571,1375,Suburban,529173.69,Strip,Cold,5163,4501,65,79,On Trend,On Trend,5mile,24.59,22.55,2.04,29572,442,72,23929,2642,330,1908,762,14263,15309,41.5,7217,4700,2151,2127,1197,2868,5.7,12567,37546,50847,775,3111,54616,448608518,64784,22977,2302030,7501780,2450,4269,4241,8510,541,167,67,1169,1276,665
572,1378,Urban,635843.17,Strip,Cold,6000,5181,60,100,Fashion Forward,Fashion Forward,5mile,24.61,22.36,2.25,338918,1356,750,186338,51518,11246,79763,10053,166857,172061,37.2,65415,45658,16280,37101,17516,28185,4.6,135154,44733,60271,7487,53148,56268,5244630597,68534,24516,17769366,65049502,27504,49416,49289,98705,4605,2346,537,15223,21848,16078
573,1380,Urban,687808.64,Strip,Cold,4924,4256,60,83,On Trend,On Trend,5mile,26.84,24.01,2.84,48429,1518,241,33618,842,1091,10639,2238,24811,23618,40.9,9389,9581,3041,4320,2671,3278,4.3,19261,50754,67342,814,5216,63404,906159948,74983,28529,2317688,7732888,2540,6846,5959,12805,402,334,78,1049,2661,1505
574,1385,Rural,1760837.27,Strip,Warm,6329,5513,74,85,On Trend,On Trend,5mile,27.93,25.19,2.74,21632,65,162,12083,707,146,8171,525,10987,10645,38.1,3914,3542,1154,1730,1333,1202,3.2,7863,74586,92915,295,2996,79484,563137093,95721,34405,1084552,3294421,682,3288,2916,6204,16,175,104,400,976,1618
575,1386,Suburban,436780.9800000001,Mall,Cold,5688,5099,53,120,On Trend,On Trend,15min,26.05,23.68,2.36,45721,980,268,36729,1337,291,6668,697,22607,23114,41.1,11026,8447,3025,3348,2287,2197,4.3,18765,51889,66300,1041,5265,61529,871141517,73716,28278,3390907,10770709,2322,6309,5953,12262,536,348,158,1231,2511,1524
576,1388,Urban,567437.7,Strip,Moderate,5031,4319,54,92,On Trend,On Trend,5mile,26.2,23.89,2.31,25947,228,83,24203,726,157,353,509,12626,13321,39.1,5437,4381,2285,2069,1590,1398,4.4,10194,53383,65128,390,3158,62621,500218675,73151,25946,1274448,4038398,1128,3531,3430,6961,188,192,11,455,1488,1215
577,1392,Urban,739037.12,Mall,Cold,7018,6399,74,100,Fashion Forward,Fashion Forward,15min,27.02,24.6,2.42,302577,5640,1309,238637,20776,13846,21576,7741,149031,153546,38.1,42286,39760,19636,54472,15939,21637,3.1,123680,66973,89824,5085,49590,82209,7222299762,97244,37334,15356772,45783167,13329,40580,40315,80895,2101,2349,634,8129,17753,23709
578,1393,Urban,677780.5500000002,Mall,Moderate,5140,4529,58,93,Fashion Forward,Fashion Forward,15min,27.7,25.09,2.61,422742,10302,2240,285141,83629,14394,28042,11535,203361,219381,39.6,51416,58516,19109,85876,19203,31665,3.0,185958,62645,92535,7773,69426,80898,10388565770,98469,41130,29095030,84491079,19967,52413,52976,105389,3371,3045,1354,12180,27573,29673
579,1394,Urban,932958.2499999999,Mall,Warm,4650,4122,63,91,Fashion Forward,Fashion Forward,15min,26.47,23.91,2.56,110997,567,245,72874,16392,1432,17961,2338,54620,56377,37.2,20784,16791,5901,12220,7293,6498,5.1,38078,59972,72888,1118,14064,67147,2245549893,77741,25234,3682831,11359858,4511,16749,15969,32718,383,498,236,2761,5434,5868
580,1399,Urban,710928.0199999999,Strip,Warm,5960,5179,48,125,Fashion Forward,Fashion Forward,5mile,26.82,24.17,2.65,99043,896,183,60439,19505,4192,12082,2824,47550,51493,38.7,12919,13240,5269,19889,5707,6121,3.8,38972,62518,86230,1204,14491,74902,2443019751,91625,34102,4335427,12349199,4206,13399,13161,26560,592,537,75,2943,6105,5443
581,1401,Urban,1072232.01,Strip,Moderate,4800,4181,59,80,Fashion Forward,Fashion Forward,5mile,26.28,24.02,2.26,81937,6648,394,54520,15569,4083,5221,2544,39787,42150,39.3,16016,13796,4798,11098,3411,5899,3.9,35877,53832,66320,1604,13083,63899,1515158569,73674,29472,3792048,12575742,4234,10521,10277,20798,820,638,146,2173,6362,4547
582,1402,Rural,1039589.16,Strip,Hot,5196,4591,50,70,Fashion Forward,Fashion Forward,5mile,26.71,24.26,2.45,23649,2061,3080,13950,1940,475,6735,549,11673,11976,41.6,4940,4365,1710,2887,1082,1138,2.4,9233,55493,66677,266,3202,56588,458582723,66579,26137,419210,1253244,1305,2816,2707,5523,62,116,89,544,1499,1159
583,1404,Suburban,752986.1499999999,Strip,Hot,5000,4367,32,100,On Trend,On Trend,5mile,25.75,23.56,2.19,17589,88,206,11574,1587,174,3935,319,8725,8864,43.0,4527,2331,1030,1097,871,695,5.1,6838,37852,50310,223,1749,44690,256577017,54303,19860,889108,2998131,1452,2411,2239,4650,32,169,22,564,858,327
584,1410,Urban,1081411.66,Strip,Warm,5140,4404,64,80,Fashion Forward,Fashion Forward,5mile,27.36,24.92,2.44,65856,0,129,24730,27103,1704,8355,3964,31558,34298,33.8,9329,12683,5047,7089,4121,7172,6.9,24088,52532,63517,1242,11858,58849,1204507778,67399,23253,1745085,5965937,3260,9804,10010,19814,520,650,71,2897,5792,3168
585,1412,Urban,943340.9299999998,Mall,Cold,5505,4656,67,91,Fashion Forward,Fashion Forward,15min,27.84,24.95,2.89,196615,2867,917,176445,5948,5340,5775,3106,95430,101185,42.4,42265,30236,12427,28332,10383,13771,3.5,79134,66183,84398,1710,21586,82851,4972900537,94503,34422,11115718,31060991,5874,26086,25247,51333,678,871,161,2797,7729,11060
586,1416,Suburban,662191.4500000001,Strip,Moderate,4983,4162,70,71,On Trend,On Trend,5mile,24.82,22.69,2.13,20463,651,174,13053,3079,755,2294,1282,10383,10080,33.9,3085,3416,1220,2530,994,2394,3.8,7579,55567,63979,326,3760,62711,381309504,71007,24482,558449,2093443,812,3306,2985,6291,150,174,2,735,1895,1129
587,1422,Suburban,576323.26,Strip,Cold,4346,3687,55,90,On Trend,On Trend,5mile,25.77,22.99,2.79,40111,120,147,35059,2223,377,1300,1152,19556,20555,41.0,8732,5985,3917,3990,1651,2324,4.3,16799,50182,66727,508,4971,67565,787659959,76536,28491,1859422,6002441,2249,5322,5199,10521,360,132,18,1378,1915,1676
588,1423,Urban,565336.03,Strip,Moderate,5030,4244,60,100,On Trend,On Trend,5mile,28.63,25.78,2.85,67074,383,182,54589,6627,1112,2796,1950,32147,34927,39.4,10113,11395,3612,11294,3746,3928,2.2,26206,74043,88616,719,9120,87301,1795061873,98043,35004,3073721,8677665,1766,9340,9330,18670,300,331,87,1154,3316,4649
589,1426,Urban,1353361.29,Mall,Cold,7638,6929,85,128,Fashion Forward,Fashion Forward,15min,24.93,22.68,2.25,169187,3286,1505,130770,19515,4642,9191,5069,82002,87185,38.5,30375,21759,8350,21362,10252,19338,4.3,65217,51267,71819,3010,21800,65903,3285381064,80172,28305,9748157,30278618,9892,26336,26929,53265,1700,1182,129,5656,8979,7167
590,1427,Urban,1061150.17,Mall,Cold,5212,4640,52,110,Fashion Forward,Fashion Forward,15min,30.28,27.25,3.03,524456,19311,2130,350635,13949,65150,85346,9376,257634,266822,40.5,77511,70573,27299,98332,27816,30127,3.0,201114,77395,99634,2736,66286,92815,14732802319,106309,38448,33147354,89308211,14275,67041,63026,130067,800,1327,609,7574,22174,36539
591,1428,Urban,748935.35,Strip,Moderate,5510,4774,50,109,On Trend,On Trend,5mile,27.34,24.63,2.7,79448,1603,357,57485,1277,2705,15210,2770,39582,39865,39.1,12851,12992,5712,10249,5070,4512,4.9,30528,62132,80767,1729,10819,73070,1786431499,87087,31249,3349465,10578795,3868,11632,11135,22767,765,752,211,2520,4092,4207
592,1429,Urban,1055926.66,Mall,Warm,6055,5244,88,69,Fashion Forward,Fashion Forward,15min,28.28,25.51,2.77,2319398,23327,5278,390159,392163,229823,1235789,71465,1137337,1182062,36.5,337683,308859,101894,225128,148663,200347,6.0,710547,57156,80032,18927,256654,60970,40748134515,79226,24752,89568594,320866953,129560,355370,348453,703823,9027,7222,2679,63840,95637,97177
593,1431,Suburban,878335.21,Strip,Cold,7384,6581,65,124,On Trend,On Trend,5mile,26.14,23.69,2.45,36331,1079,487,23732,506,496,10489,1109,18137,18195,37.3,6616,6069,2314,2333,2749,1715,6.4,13160,51755,67098,975,4621,58293,659154351,72168,24482,885929,3150426,2064,5817,5541,11358,531,376,68,1075,1773,1771
594,1433,Urban,732039.0599999998,Mall,Hot,4857,4140,59,101,Fashion Forward,Fashion Forward,15min,27.46,24.94,2.51,106536,866,2487,80706,12092,1524,10267,1946,51029,55507,46.3,24393,15942,8264,13201,4393,4478,4.8,46957,51091,74513,792,8219,61069,2322790903,78561,33206,5085238,14764100,5163,12863,11495,24358,462,278,53,2164,3366,2688
595,1434,Urban,1013786.3,Mall,Warm,7781,6870,57,106,Fashion Forward,Fashion Forward,15min,27.54,24.86,2.69,371553,9345,599,225657,70326,18408,46140,11021,182088,189465,36.9,47340,53708,18371,69400,20082,36303,3.3,142999,67667,87390,6561,57609,80512,8772109780,93835,33883,13276121,40109108,14465,52559,50907,103466,2676,2994,890,9755,22429,25425
596,1435,Urban,862718.6599999997,Mall,Moderate,7193,6047,50,132,Fashion Forward,Fashion Forward,15min,26.85,24.29,2.56,110883,2373,853,76816,16294,7418,7081,3274,53063,57820,36.5,11556,10855,3139,17610,3663,23077,1.8,44168,65615,91942,3808,17325,87243,2389281582,102903,37577,5482092,16829362,6737,19063,20231,39294,2082,1244,482,3300,6005,8021
597,1437,Urban,1186703.54,Mall,Moderate,6410,5823,49,132,Fashion Forward,Fashion Forward,15min,25.61,23.12,2.49,393100,5111,1641,273881,76728,6522,24081,11888,191377,201723,39.1,78814,62302,24906,40504,21566,31129,6.3,160713,44426,64136,8466,52395,58488,7062018325,71944,26571,21792097,74959985,31796,58674,56724,115398,5519,2618,330,17490,19607,15298
598,1438,Urban,849183.3899999999,Strip,Moderate,4687,3964,47,100,Fashion Forward,Fashion Forward,5mile,27.79,25.09,2.7,116564,1115,231,90248,8262,5369,9530,3154,57612,58952,35.9,19106,14787,5847,18271,6985,7014,3.0,45550,63785,78931,1910,19981,76472,2564449580,86709,30891,4121160,12873051,4971,15971,15627,31598,821,860,229,3525,7418,9037
599,1440,Urban,647398.2800000001,Strip,Cold,5000,4366,49,103,On Trend,On Trend,5mile,24.35,22.23,2.11,62649,2248,461,43377,6696,739,9798,2040,30606,32043,38.4,15082,8464,2840,4322,3767,2215,5.0,23808,44944,56807,944,7904,52045,951552145,61366,21745,2739955,9940389,3895,8841,8681,17522,483,376,83,2252,3784,1867
600,1447,Urban,1357058.0,Mall,Moderate,7534,6871,50,150,Fashion Forward,Fashion Forward,15min,24.81,22.61,2.21,111383,2219,710,87552,13518,1867,4872,3574,57368,54015,40.2,28280,16475,6010,9546,5904,6166,4.7,42308,55367,70250,1409,13353,66427,2149306572,77867,27135,4178318,13838875,6075,16947,13391,30338,698,629,81,2731,5098,5527
601,1449,Suburban,814168.6000000003,Strip,Warm,8030,6866,58,149,Fashion Forward,Fashion Forward,5mile,25.28,23.28,2.0,33531,539,104,19709,11690,1021,593,518,16912,16619,31.2,2936,2410,1215,3575,794,12745,7.8,13218,39341,60298,3178,4664,60954,489922715,77334,25245,887600,3589598,4480,9062,8263,17325,2265,624,288,1756,1544,1365
602,1455,Urban,959258.2800000001,Mall,Moderate,5452,4721,57,111,On Trend,On Trend,15min,27.83,25.0,2.83,183573,1234,814,33394,2519,9768,133984,3908,92715,90857,35.1,26323,19490,9058,10495,11980,11873,4.6,50129,59271,75218,1799,19351,61746,2975472779,75220,20780,4658348,17761829,7681,30748,28274,59022,635,904,259,4121,8615,6614
603,1456,Urban,1012113.6,Strip,Moderate,5397,4744,50,109,Fashion Forward,Fashion Forward,5mile,25.76,23.43,2.33,163324,2515,544,65267,79590,2401,9343,6723,77619,85704,38.5,32030,26290,7885,17975,8635,11653,7.1,69644,41975,59608,3218,25384,49677,2514716931,65544,25816,8025178,29078332,14809,22831,23187,46018,2140,919,160,8934,10210,6241
604,1457,Urban,878733.42,Strip,Moderate,7155,6299,56,160,Fashion Forward,Fashion Forward,5mile,23.13,21.08,2.05,160417,1530,449,69294,54592,2772,28908,4850,77439,82978,36.2,30901,23183,7979,13593,8799,10840,5.3,64181,40321,52536,3517,26347,44989,2148504975,56009,21355,5249906,20467037,12647,22841,23159,46000,2078,1309,131,9608,11892,4847
605,1459,Rural,823410.1700000002,Strip,Warm,6000,5373,60,100,On Trend,On Trend,5mile,23.83,21.56,2.27,86235,0,168,18493,6866,1535,57404,1938,41184,45051,35.4,14081,13051,4931,7653,5927,8509,4.3,29071,45858,56969,1520,10897,49901,1347085926,60315,19244,3217679,11003011,5183,13499,13459,26958,573,887,60,3232,4706,2961
606,1460,Urban,1226803.449999999,Strip,Moderate,6926,6040,45,153,Fashion Forward,Fashion Forward,5mile,26.18,23.79,2.39,177659,1642,416,87180,67948,6194,9305,7031,85281,92378,37.2,33549,26689,8108,23939,9521,12078,5.3,73166,49005,62225,3120,30274,55820,2978219299,67388,25862,6868415,24740566,12642,24140,24193,48333,1769,1103,248,8355,12126,9791
607,1461,Urban,1158457.69,Mall,Warm,5361,4481,52,104,Fashion Forward,Fashion Forward,15min,26.06,23.66,2.4,276446,4437,1363,145525,88810,6948,25644,9519,136822,139625,36.5,53145,43218,18881,29089,14636,19745,3.6,103503,51890,64242,4806,42717,59455,4893961353,69751,24348,8364229,29557807,15798,42527,38913,81440,2012,2399,396,11630,18246,12843
608,1462,Suburban,954107.3399999999,Strip,Warm,4550,3861,65,70,On Trend,On Trend,5mile,26.36,23.81,2.55,30609,161,121,4972,177,1429,23415,615,15410,15199,35.8,5410,3984,1285,1399,1835,1809,6.0,8562,43640,59330,246,3294,46258,408922764,59174,16740,957305,3585355,1837,5307,4946,10253,59,120,67,1003,1453,837
609,1464,Suburban,847773.7200000001,Strip,Cold,5180,4452,73,71,On Trend,On Trend,5mile,25.13,22.83,2.3,17418,121,344,1652,87,134,13415,2130,8468,8949,39.0,3665,2806,853,1290,842,1147,4.7,6694,32856,49650,183,1824,41601,251420037,56516,19267,853367,2879157,2200,2444,2421,4865,126,53,2,778,769,277
610,1466,Urban,830325.1799999998,Strip,Cold,5032,4360,56,91,On Trend,On Trend,5mile,27.54,24.44,3.11,98740,790,455,68595,802,3118,23829,2396,48867,49873,39.0,13225,13435,5378,16554,5797,5807,4.8,37842,68964,90240,1188,12827,81676,2450453635,96100,34751,4166779,12433620,4024,13400,12717,26117,486,604,98,2298,4466,6064
611,1467,Urban,850864.4799999999,Strip,Cold,5500,4656,55,100,On Trend,On Trend,5mile,26.47,23.88,2.59,63505,565,492,53892,6167,954,872,1620,30720,32785,41.0,15715,9373,3845,8063,3449,3799,5.2,26446,53790,69654,1098,7755,66957,1360290057,78531,29104,3785850,11784067,3605,8264,8286,16550,628,352,118,1782,2977,2998
